21.424,6.408,5.813,5.998,5.804,5.812,6.664,5.791,5.658,5.67,5.704,5.785,6.536,5.694,5.703,5.696,5.632,5.708,6.484,5.714,5.72,5.745,5.733,5.721,6.533,5.75,5.609,5.747,5.64,5.703,5.748,6.524,5.696,12.809,5.772,5.768,5.769,6.648,5.694,5.664,5.693,5.674,5.704,6.635,5.786,5.72,5.673,5.654,5.669,12.294,5.711,5.675,5.772,5.691,5.819,5.71,6.569,5.68,5.721,5.674,5.67,5.71,6.596,5.684,5.716,5.751,5.597,5.737,6.528,5.927,5.807,5.864,5.761,6.021,8.815,9.756,5.731,5.749,5.714,5.647,7.807,6.65,5.64,5.798,13.714,5.809,5.653,6.495,5.67,5.763,5.662,5.733,5.722,6.635,5.661,5.695,5.681,5.724,5.706,6.589,
11.3,11.142,10.892,11.655,13.705,10.755,15.868,10.795,10.843,11.671,15.437,10.952,13.744,10.845,10.838,11.697,10.81,10.78,11.661,10.824,10.923,15.544,10.772,10.765,11.668,10.835,10.787,10.749,11.74,10.92,10.868,11.658,10.754,13.055,11.689,10.858,10.689,11.767,10.871,10.899,11.644,10.752,10.746,11.674,10.877,10.979,11.735,10.959,10.717,11.829,10.803,11.041,16.085,15.82,11.102,11.085,11.887,10.8,10.797,11.796,10.821,10.877,11.675,10.827,10.909,11.779,14.702,10.96,11.623,10.821,10.749,11.721,10.753,10.806,11.753,10.903,10.786,35.227,10.811,10.731,14.638,11.655,10.776,10.734,11.628,10.932,10.833,15.578,10.878,10.793,11.676,10.808,10.857,11.654,10.789,10.819,11.667,10.862,10.781,11.671,
32.726,32.097,32.203,32.342,32.29,32.147,35.971,32.28,32.08,32.414,32.208,32.199,32.158,32.23,32.183,35.434,32.109,32.33,36.13,32.219,32.214,32.369,32.339,32.418,32.816,32.354,31.979,31.573,34.429,32.347,31.964,32.111,32.314,35.97,32.343,36.066,32.338,32.382,38.874,32.429,32.359,32.317,32.254,32.273,32.071,32.034,32.082,32.245,32.215,32.345,170.051,35.768,32.522,31.549,39.443,32.389,32.03,32.418,42.18,36.31,32.212,35.081,32.27,32.567,32.297,32.719,32.351,32.404,32.583,32.561,35.957,32.598,32.472,35.694,33.737,33.19,32.814,33.195,33.381,32.794,33.214,33.477,32.791,40.565,33.606,33.517,33.856,34.395,33.043,40.806,52.059,38.148,32.21,37.153,37.122,32.946,35.867,41.619,32.913,33.119,
166.103,139.285,131.097,129.066,134.512,132.6,128.372,139.027,132.171,139.072,127.836,142.342,127.087,127.074,135.554,132.463,130.659,126.997,129.369,130.168,126.096,141.145,137.367,131.079,131.93,126.855,129.943,126.405,131.842,147.378,130.807,127.161,126.463,130.572,129.331,126.348,132.361,131.415,126.354,126.678,128.025,133.54,131.35,130.47,126.932,183.743,134.982,138.356,139.375,128.24,133.217,141.584,170.186,128.693,128.288,135.681,128.23,133.083,153.613,166.819,127.676,128.123,131.989,130.285,128.04,129.163,133.466,132.095,132.009,189.543,130.945,127.69,134.889,150.841,129.655,128.282,131.259,133.066,127.869,132.122,138.389,127.569,126.95,128.418,132.589,136.382,127.979,195.734,130.578,127.32,131.455,140.233,127.133,127.54,136.579,133.09,127.901,127.45,132.039,129.175,
680.146,654.882,1002.79,659.962,646.319,668.424,639.906,656.172,748.337,646.445,823.246,675.129,695.423,666.659,793.779,721.32,649.68,662.915,661.207,638.574,804.82,657.092,669.741,653.862,663.485,652.87,726.38,643.404,643.742,667.897,654.641,641.486,738.663,668.882,706.767,654.626,750.39,710.251,651.398,650.681,639.248,638.919,643.576,666.915,642.082,729.878,711.828,680.377,671.15,676.757,648.292,646.833,653.628,638.545,663.821,705.487,656.799,653.648,648.419,660.89,639.871,681.939,648.683,635.658,723.202,661.579,761.074,752.816,728.803,667.244,708.844,651.739,674.03,648.461,653.195,722.498,649.966,655.92,673.805,639.421,639.979,645.309,637.272,645.806,636.543,651.115,788.167,669.498,646.138,669.33,669.749,639.998,645.738,642.269,636.328,643.042,730.671,737.49,680.437,750.732,
4205.552,4045.668,4007.165,3857.87,4046.817,3875.932,4046.882,3964.546,4049.074,3915.309,4034.592,4174.459,3928.187,3904.215,4015.213,4156.595,3961.42,4017.131,3991.645,3891.787,3944.33,3963.05,4031.442,3921.669,4068.69,3878.346,3963.316,4118.808,3864.975,4155.305,3879.161,4232.67,3927.285,4035.909,4199.846,4141.466,3921.498,3866.054,4039.708,3882.37,4062.632,4152.987,3882.545,4201.26,4149.626,4075.577,4026.981,3949.524,4059.788,3966.723,4069.247,3898.266,4032.027,4082.061,3989.288,4006.914,3875.61,4038.066,3859.1,3927.278,3978.083,4133.11,3935.98,4139.505,3926.09,4035.293,4061.413,4080.696,3965.299,4049.978,4137.173,3966.412,4037.801,4213.641,4078.08,4020.919,4167.022,4143.071,4028.798,4010.091,3980.235,3910.456,3998.575,4038.721,3898.87,4004.261,4020.806,4021.808,3905.911,4131.519,4126.379,3951.873,4118.804,4108.019,4054.297,4025.816,3953.704,4232.058,4061.729,3999.523,
29183.07,28346.905,28107.532,27645.895,28525.675,28679.122,28064.472,27797.493,27555.539,28048.818,28084.259,27903.726,27767.105,28097.371,28112.771,27648.819,27551.577,27834.058,27738.936,28262.274,28387.174,28504.611,28464.111,28152.938,28401.476,28140.367,28023.819,27937.28,28154.542,27829.063,27747.131,28225.963,28053.13,27783.516,27934.864,28508.197,27764.818,28070.158,28278.412,28023.452,28207.209,27784.938,27427.734,28283.68,27566.965,27573.654,27854.931,27754.28,28121.238,28202.096,27802.951,27592.122,27546.585,28050.385,27735.864,28351.909,28236.534,28187.732,28987.829,27775.076,27910.129,28725.36,28258.889,28754.744,28243.977,27639.108,27962.523,27741.269,28006.65,28195.654,27995.99,27945.239,28901.293,28933.368,28129.898,28040.966,28196.162,28171.005,27743.233,28406.144,27978.453,28432.658,27857.351,27585.533,27888.317,27638.774,27906.22,27617.276,28227.404,28206.001,28264.312,28073.318,27514.884,28195.051,28012.138,28478.012,28061.288,28067.924,27461.558,28450.239,
226562.722,225294.693,225826.584,226320.031,225092.899,224331.151,223109.902,224891.301,225717.1,225538.182,225660.897,224649.91,224570.73,226211.342,224324.426,224374.466,222902.642,226205.944,226078.312,224894.515,224096.022,225153.785,224483.756,223914.847,223089.176,226883.278,225811.865,225100.739,226131.755,224537.956,223566.117,226809.517,222160.233,225297.477,222343.206,223143.168,223201.172,223450.317,226170.515,224769.081,224544.458,223064.387,225722.194,225484.182,225667.278,227554.681,224611.331,224496.83,225951.496,228258.057,229739.084,228351.192,230572.304,231012.87,230713.671,229706.797,228551.378,235814.14,226023.491,231713.744,230747.62,230135.083,228168.916,230580.56,227629.365,228248.794,226510.92,227820.025,227943.217,228955.525,227529.406,228928.312,229841.287,232755.098,230580.355,227904.36,231365.068,229186.936,229813.89,229639.78,228669.597,231614.444,232091.718,229912.265,228627.751,232962.41,229670.55,237392.396,233140.84,231270.006,231058.413,228060.212,231881.558,230346.41,228326.193,232716.041,229841.929,226904.273,230575.609,228536.863,
2057097.521,2062144.337,2049916.078,2062415.671,2061233.799,2073635.608,2044248.221,2043940.98,2048091.466,2056020.743,2034218.563,2061594.873,2059624.572,2050086.615,2045567.237,2050218.048,2047111.776,2053872.725,2043541.622,2053242.4,2054156.588,2048173.753,2035615.6,2061600.486,2045254.672,2073553.313,2055878.841,2061311.89,2055060.554,2055694.732,2064400.554,2052225.397,2062068.125,2087860.334,2115331.582,2103494.606,2067024.769,2053235.915,2049812.59,2027065.141,2034317.934,2045550.014,2036757.379,2034878.693,2036208.395,2037790.385,2033157.149,2033520.561,2043230.983,2024417.47,2028468.244,2028850.884,2044500.662,2039995.4,2032449.359,2039985.8,2034184.34,2059005.713,2041883.701,2062642.56,2046448.08,2056747.804,2047776.52,2062948.197,2049932.797,2036454.571,2039980.963,2040651.094,2030077.684,2014830.88,2033399.392,2036361.729,2021389.429,2030200.26,2038406.916,2032712.592,2023837.249,2042692.681,2021830.525,2026596.206,2018889.896,2028628.26,2044357.916,2036847.297,2039310.066,2039748.355,2054173.289,2034336.59,2044765.402,2045962.725,2044957.026,2056319.144,2045481.66,2053566.699,2031572.657,2072133.204,2048652.46,2049224.207,2019278.496,2030466.318,
20423084.253,20518766.943,20531969.103,20441613.397,20719785.721,20612677.735,20401009.951,20594238.841,20632144.065,20920207.934,20693505.086,20509886.453,20504887.72,20627478.519,20530210.954,20542153.939,20636317.336,20567413.255,20501870.6,20751956.823,20843242.998,20649851.481,20735429.127,20699053.784,20514745.901,20643211.361,20517483.152,20636489.118,20663827.721,20534213.502,20556717.433,20581026.919,20474336.552,20648198.44,20586436.496,20729224.447,20615125.201,20574293.456,20597774.437,20684941.594,20505555.934,20495724.764,20636316.698,20599011.267,20379490.524,20537969.313,20357787.532,20417577.016,20511592.852,20481454.996,20564826.358,20668350.929,20373272.361,20594227.444,20502594.454,20434267.468,20420874.611,20509932.567,20356725.809,20439217.173,20483905.078,20443068.676,20469886.583,20543997.207,20378642.461,20624017.663,20638913.411,20425989.398,20613038.367,20496875.015,20350720.156,20538237.496,20442675.652,20420898.49,20464742.451,20475020.192,20363076.0,20527636.844,20419143.369,20460737.699,20549632.816,20770402.006,20427623.205,20657775.047,20289711.079,20389970.639,20508280.111,20399044.718,20333426.112,20495896.91,20388992.561,20434003.69,20509932.176,20615191.472,20517559.617,20539566.286,20433105.983,20586867.258,20678169.404,20346214.729,
